activity_id,customer_id,lead_id,activity_date,activity_type,channel,owner,outcome,duration_minutes
ACT-00307,CUST-0226,,2024-06-06,Support Follow-up,In-person,Chi Le,Completed,5
ACT-00308,CUST-0163,,2025-09-05,Call,Chat,Huy Vo,Completed,45
ACT-00309,CUST-0131,,2025-06-03,Support Follow-up,Email,Dung Pham,No Response,10
ACT-00310,CUST-0040,,2026-03-24,Email,Phone,Chi Le,Completed,5
ACT-00311,CUST-0235,,2025-06-09,Call,Email,Huy Vo,Rescheduled,45
ACT-00312,CUST-0315,,2024-02-21,Support Follow-up,Phone,Linh Vu,Follow-up Needed,20
ACT-00313,CUST-0019,,2026-03-28,Support Follow-up,Email,Chi Le,Completed,15
ACT-00314,CUST-0092,,2025-09-04,Meeting,Phone,Linh Vu,Completed,15
ACT-00315,CUST-0253,,2025-02-01,Support Follow-up,Zoom,Dung Pham,Completed,20
ACT-00316,CUST-0011,,2025-01-04,Meeting,Email,Chi Le,Completed,15
ACT-00317,CUST-0165,,2025-12-02,Meeting,Chat,Khanh Do,Follow-up Needed,15
ACT-00318,,LEAD-0002,2025-12-09,WhatsApp,Email,Dung Pham,Rescheduled,15
ACT-00319,CUST-0010,,2024-11-08,WhatsApp,Chat,Linh Vu,No Response,15
ACT-00320,CUST-0238,,2024-01-22,Email,Phone,Huy Vo,Interested,20
ACT-00321,,LEAD-0358,2024-03-14,WhatsApp,Zoom,Dung Pham,Follow-up Needed,20
ACT-00322,CUST-0320,,2025-12-19,Email,In-person,Khanh Do,Interested,10
ACT-00323,CUST-0307,,2026-01-28,Meeting,In-person,Dung Pham,Completed,30
ACT-00324,,LEAD-0486,2024-11-22,Email,Email,Huy Vo,Interested,5
ACT-00325,CUST-0205,,2024-12-23,WhatsApp,Phone,Chi Le,Follow-up Needed,10
ACT-00326,CUST-0189,,2025-08-09,Support Follow-up,Email,Chi Le,Interested,5
ACT-00327,CUST-0211,,2024-08-11,Call,Email,Huy Vo,Completed,60
ACT-00328,,LEAD-0412,2024-08-26,Demo,Email,Linh Vu,Interested,15
ACT-00329,CUST-0089,,2025-09-29,Support Follow-up,Zoom,Chi Le,Completed,20
ACT-00330,CUST-0133,,2025-09-30,WhatsApp,Phone,Huy Vo,Completed,10
ACT-00331,,LEAD-0229,2025-11-01,WhatsApp,Phone,An Nguyen,Completed,10
ACT-00332,,LEAD-0161,2024-03-06,Support Follow-up,Phone,Chi Le,Follow-up Needed,5
ACT-00333,,LEAD-0178,2026-03-11,Call,Zoom,Giang Ho,No Response,10
ACT-00334,,LEAD-0552,2024-06-06,Demo,Chat,Khanh Do,No Response,30
ACT-00335,CUST-0005,,2024-04-16,WhatsApp,Phone,Huy Vo,Completed,5
ACT-00336,CUST-0157,,2026-02-07,Email,Phone,An Nguyen,Follow-up Needed,10
ACT-00337,CUST-0258,,2025-05-24,Demo,Chat,Linh Vu,Completed,20
ACT-00338,CUST-0199,,2025-10-15,Demo,Zoom,Khanh Do,Follow-up Needed,60
ACT-00339,CUST-0223,,2026-01-11,Email,Email,Giang Ho,Interested,5
ACT-00340,CUST-0224,,2026-04-08,Email,Email,Binh Tran,Completed,5
ACT-00341,CUST-0033,,2024-02-16,Meeting,Email,Giang Ho,No Response,10
ACT-00342,CUST-0249,,2025-06-07,WhatsApp,Phone,Binh Tran,No Response,20
ACT-00343,CUST-0209,,2025-08-25,WhatsApp,Chat,Giang Ho,Interested,5
ACT-00344,CUST-0264,,2025-12-16,Email,Phone,An Nguyen,Completed,20
ACT-00345,CUST-0011,,2026-01-25,Support Follow-up,Email,An Nguyen,Completed,15
ACT-00346,,LEAD-0166,2025-07-06,Meeting,Email,Khanh Do,Completed,10
ACT-00347,CUST-0024,,2024-11-30,Email,Zoom,Dung Pham,Follow-up Needed,10
ACT-00348,CUST-0001,,2024-12-29,WhatsApp,Email,Khanh Do,Follow-up Needed,10
ACT-00349,CUST-0290,,2026-02-24,WhatsApp,Phone,An Nguyen,No Response,20
ACT-00350,CUST-0235,,2026-02-13,Demo,Email,Dung Pham,Completed,45
ACT-00351,,LEAD-0212,2025-05-28,WhatsApp,In-person,Dung Pham,Completed,20
ACT-00352,CUST-0043,,2025-06-01,Meeting,Phone,Khanh Do,Completed,30
ACT-00353,CUST-0223,,2025-07-19,Meeting,Phone,An Nguyen,Rescheduled,15
ACT-00354,CUST-0259,,2026-03-21,Email,Email,Dung Pham,Interested,10
ACT-00355,CUST-0277,,2025-06-04,Support Follow-up,Email,Huy Vo,Follow-up Needed,20
ACT-00356,,LEAD-0065,2025-06-25,Demo,Zoom,An Nguyen,Completed,30
ACT-00357,CUST-0049,,2025-10-28,Call,In-person,Huy Vo,Follow-up Needed,15
ACT-00358,CUST-0276,,2025-06-19,Call,Zoom,Dung Pham,Follow-up Needed,45
ACT-00359,CUST-0311,,2025-03-31,Demo,Phone,Linh Vu,Follow-up Needed,60
ACT-00360,CUST-0304,,2025-03-05,WhatsApp,Chat,Dung Pham,No Response,15
ACT-00361,CUST-0255,,2024-07-01,Support Follow-up,Phone,Chi Le,Interested,20
ACT-00362,CUST-0205,,2025-06-30,Demo,Email,Huy Vo,Interested,10
ACT-00363,CUST-0230,,2024-07-28,Meeting,Chat,Chi Le,Completed,15
ACT-00364,CUST-0223,,2025-10-05,Support Follow-up,Phone,Linh Vu,Follow-up Needed,10
ACT-00365,CUST-0312,,2024-01-24,Demo,Zoom,Linh Vu,Completed,45
ACT-00366,CUST-0303,,2024-11-07,Call,In-person,Khanh Do,No Response,45
ACT-00367,CUST-0305,,2025-04-13,Meeting,In-person,Giang Ho,Interested,60
ACT-00368,CUST-0293,,2024-10-18,Demo,Zoom,Binh Tran,Rescheduled,15
ACT-00369,,LEAD-0517,2024-11-05,Call,In-person,Linh Vu,Completed,30
ACT-00370,CUST-0176,,2024-07-30,Demo,Chat,Binh Tran,Rescheduled,20
ACT-00371,,LEAD-0547,2024-01-29,Meeting,Zoom,Huy Vo,Completed,45
ACT-00372,CUST-0264,,2026-04-05,Demo,Phone,Huy Vo,Rescheduled,10
ACT-00373,,LEAD-0033,2024-06-16,Demo,Email,Linh Vu,Completed,30
ACT-00374,CUST-0309,,2024-03-03,Call,Chat,Chi Le,Completed,20
ACT-00375,CUST-0054,,2026-02-27,Email,Phone,Dung Pham,Follow-up Needed,5
ACT-00376,CUST-0157,,2025-11-13,WhatsApp,Chat,Dung Pham,Interested,20
ACT-00377,CUST-0055,,2025-07-20,Meeting,In-person,Dung Pham,Completed,30
ACT-00378,,LEAD-0014,2024-02-18,Call,Email,An Nguyen,Interested,60
ACT-00379,CUST-0207,,2024-04-14,WhatsApp,Chat,Huy Vo,Interested,5
ACT-00380,,LEAD-0367,2025-01-31,Meeting,Phone,Giang Ho,Follow-up Needed,15
ACT-00381,,LEAD-0555,2025-11-11,Meeting,In-person,Linh Vu,Interested,45
ACT-00382,,LEAD-0020,2025-10-31,Call,Chat,Linh Vu,Completed,60
ACT-00383,,LEAD-0032,2024-04-25,Support Follow-up,Email,Khanh Do,Completed,5
ACT-00384,CUST-0139,,2024-10-29,Meeting,Zoom,Chi Le,Interested,10
ACT-00385,CUST-0141,,2025-11-12,Meeting,In-person,Khanh Do,Follow-up Needed,20
ACT-00386,CUST-0020,,2025-01-21,Email,Email,Binh Tran,Completed,15
ACT-00387,CUST-0224,,2025-05-04,Email,Zoom,Khanh Do,Follow-up Needed,10
ACT-00388,,LEAD-0186,2024-05-07,WhatsApp,Phone,Huy Vo,Completed,15
ACT-00389,CUST-0016,,2024-09-21,Demo,Zoom,Linh Vu,Follow-up Needed,20
ACT-00390,CUST-0167,,2025-01-16,WhatsApp,Email,Khanh Do,Completed,5
ACT-00391,,LEAD-0238,2025-07-01,Email,Zoom,An Nguyen,No Response,5
ACT-00392,,LEAD-0295,2024-12-07,Support Follow-up,Zoom,Dung Pham,Completed,5
ACT-00393,CUST-0128,,2025-02-07,Email,Email,Binh Tran,Rescheduled,5
ACT-00394,,LEAD-0484,2024-08-30,Support Follow-up,Email,Linh Vu,No Response,20
ACT-00395,,LEAD-0549,2025-10-19,WhatsApp,Email,Huy Vo,Interested,15
ACT-00396,CUST-0088,,2024-07-04,WhatsApp,Zoom,Chi Le,Interested,15
ACT-00397,CUST-0161,,2024-04-13,Demo,Phone,Huy Vo,No Response,45
ACT-00398,CUST-0035,,2024-02-26,Meeting,Phone,An Nguyen,Completed,45
ACT-00399,CUST-0230,,2025-04-10,Meeting,Zoom,Linh Vu,Completed,20
ACT-00400,CUST-0183,,2026-03-01,Email,Zoom,Linh Vu,Follow-up Needed,15
ACT-00401,CUST-0237,,2024-05-01,Meeting,Chat,Giang Ho,Interested,45
ACT-00402,CUST-0134,,2024-10-23,WhatsApp,Email,An Nguyen,Completed,20
ACT-00403,CUST-0016,,2024-08-15,Email,Phone,Dung Pham,No Response,5
ACT-00404,CUST-0123,,2025-10-21,WhatsApp,Chat,Chi Le,No Response,5
ACT-00405,CUST-0260,,2025-07-01,Email,Chat,Binh Tran,Completed,10
ACT-00406,CUST-0244,,2024-07-20,Call,Zoom,Khanh Do,Completed,60
ACT-00407,CUST-0093,,2024-05-05,Demo,Zoom,Khanh Do,Completed,60
ACT-00408,CUST-0168,,2026-01-16,Email,In-person,An Nguyen,Completed,5
ACT-00409,CUST-0245,,2024-07-11,Meeting,Zoom,Khanh Do,No Response,60
ACT-00410,CUST-0194,,2024-06-15,WhatsApp,In-person,Binh Tran,Rescheduled,10
ACT-00411,CUST-0203,,2024-05-19,WhatsApp,Chat,Giang Ho,Follow-up Needed,20
ACT-00412,CUST-0175,,2024-02-23,WhatsApp,Chat,An Nguyen,Interested,5
ACT-00413,CUST-0305,,2025-07-21,Meeting,In-person,Dung Pham,Interested,45
ACT-00414,,LEAD-0349,2024-06-16,Call,Phone,Khanh Do,Interested,20
ACT-00415,,LEAD-0175,2025-10-28,Meeting,In-person,Giang Ho,Follow-up Needed,45
ACT-00416,,LEAD-0305,2025-09-26,Support Follow-up,Chat,Linh Vu,Interested,20
ACT-00417,CUST-0190,,2026-03-04,Demo,Zoom,Huy Vo,Follow-up Needed,15
ACT-00418,,LEAD-0114,2025-08-29,Call,Email,Chi Le,Completed,60
ACT-00419,CUST-0276,,2025-09-15,Support Follow-up,Phone,Chi Le,Completed,10
ACT-00420,CUST-0232,,2024-03-24,Demo,Phone,Huy Vo,Follow-up Needed,45
ACT-00421,CUST-0135,,2024-12-02,Call,Zoom,Dung Pham,No Response,15
ACT-00422,CUST-0201,,2025-06-19,Call,Phone,Chi Le,Interested,60
ACT-00423,CUST-0271,,2025-05-29,Meeting,In-person,Binh Tran,Follow-up Needed,45
ACT-00424,CUST-0252,,2025-07-05,Call,Zoom,Huy Vo,Interested,10
ACT-00425,,LEAD-0633,2025-11-03,Support Follow-up,Chat,Chi Le,Follow-up Needed,20
ACT-00426,CUST-0025,,2025-01-14,Meeting,Email,Khanh Do,Rescheduled,45
ACT-00427,CUST-0192,,2024-04-01,Support Follow-up,Zoom,An Nguyen,Follow-up Needed,20
ACT-00428,,LEAD-0013,2026-02-26,Support Follow-up,Zoom,Dung Pham,Completed,20
ACT-00429,CUST-0063,,2024-05-04,WhatsApp,Email,Binh Tran,Completed,10
ACT-00430,,LEAD-0486,2024-11-10,Email,Zoom,Huy Vo,Completed,20
ACT-00431,CUST-0031,,2025-12-07,WhatsApp,Zoom,Binh Tran,Follow-up Needed,5
ACT-00432,CUST-0168,,2024-03-03,Email,Zoom,Dung Pham,Interested,10
ACT-00433,CUST-0176,,2025-12-14,WhatsApp,In-person,Dung Pham,Completed,20
ACT-00434,CUST-0226,,2024-03-21,Email,Zoom,Khanh Do,Interested,10
ACT-00435,CUST-0317,,2024-03-02,Support Follow-up,Phone,Huy Vo,No Response,20
ACT-00436,CUST-0150,,2025-04-06,Support Follow-up,Email,Binh Tran,Interested,20
ACT-00437,,LEAD-0246,2025-08-21,Demo,Chat,Chi Le,Completed,10
ACT-00438,CUST-0149,,2024-09-09,Demo,Chat,An Nguyen,Interested,45
ACT-00439,,LEAD-0483,2025-05-12,Email,In-person,An Nguyen,Follow-up Needed,20
ACT-00440,,LEAD-0388,2025-02-23,Call,Zoom,Dung Pham,Completed,45
ACT-00441,CUST-0131,,2024-09-19,Call,In-person,Binh Tran,Completed,10
ACT-00442,CUST-0237,,2024-11-27,Support Follow-up,Email,Huy Vo,No Response,15
ACT-00443,CUST-0136,,2024-02-13,Meeting,Phone,An Nguyen,Completed,45
ACT-00444,CUST-0070,,2025-05-17,Email,Phone,Giang Ho,Completed,20
ACT-00445,CUST-0069,,2025-06-05,Call,Zoom,Giang Ho,Interested,30
ACT-00446,CUST-0297,,2024-08-23,WhatsApp,Zoom,Dung Pham,Rescheduled,20
ACT-00447,CUST-0023,,2025-03-04,Demo,In-person,Giang Ho,Interested,60
ACT-00448,,LEAD-0642,2025-12-09,Call,Chat,Chi Le,Completed,45
ACT-00449,,LEAD-0285,2025-09-20,WhatsApp,In-person,Giang Ho,Follow-up Needed,15
ACT-00450,CUST-0122,,2026-02-24,Meeting,Chat,Linh Vu,Completed,30
ACT-00451,CUST-0137,,2024-07-20,Call,In-person,Binh Tran,Follow-up Needed,30
ACT-00452,,LEAD-0278,2026-03-05,Support Follow-up,Phone,Dung Pham,Completed,10
ACT-00453,CUST-0268,,2024-03-07,WhatsApp,In-person,Dung Pham,No Response,20
ACT-00454,CUST-0184,,2025-06-08,Email,Email,Dung Pham,Completed,20
ACT-00455,CUST-0129,,2024-04-06,Email,Phone,An Nguyen,Interested,5
ACT-00456,,LEAD-0358,2024-07-16,WhatsApp,In-person,An Nguyen,Completed,10
ACT-00457,CUST-0179,,2024-09-27,Email,Phone,Giang Ho,Completed,10
ACT-00458,,LEAD-0239,2024-03-28,WhatsApp,Phone,Huy Vo,No Response,10
ACT-00459,CUST-0144,,2024-03-08,Call,Phone,Linh Vu,Interested,60
ACT-00460,CUST-0290,,2024-08-08,Email,Zoom,Huy Vo,Rescheduled,10
ACT-00461,,LEAD-0078,2024-03-01,WhatsApp,In-person,Giang Ho,Completed,10
ACT-00462,CUST-0142,,2025-07-11,Demo,Phone,Linh Vu,Completed,30
ACT-00463,,LEAD-0589,2025-02-20,Email,Email,Chi Le,Completed,20
ACT-00464,,LEAD-0148,2024-07-08,Meeting,Phone,Giang Ho,Follow-up Needed,60
ACT-00465,CUST-0110,,2024-06-25,Demo,Phone,Binh Tran,No Response,45
ACT-00466,CUST-0099,,2024-11-08,Demo,Chat,Khanh Do,Completed,30
ACT-00467,CUST-0244,,2024-01-13,Email,Chat,Khanh Do,No Response,10
ACT-00468,CUST-0078,,2026-03-08,Call,Phone,Huy Vo,Follow-up Needed,15
ACT-00469,CUST-0213,,2026-01-08,Email,Phone,Huy Vo,Completed,5
ACT-00470,CUST-0239,,2025-05-02,WhatsApp,Zoom,An Nguyen,Completed,20
ACT-00471,CUST-0171,,2026-03-28,WhatsApp,Phone,An Nguyen,Follow-up Needed,10
ACT-00472,CUST-0046,,2024-07-13,Call,In-person,Chi Le,Completed,10
ACT-00473,CUST-0195,,2025-08-02,Call,Chat,Linh Vu,Follow-up Needed,60
ACT-00474,CUST-0073,,2024-07-09,Call,Phone,Giang Ho,Completed,60
ACT-00475,,LEAD-0418,2026-03-22,Call,In-person,Binh Tran,Interested,45
ACT-00476,,LEAD-0071,2025-04-30,Call,In-person,Giang Ho,Completed,30
ACT-00477,CUST-0075,,2024-08-18,Meeting,Zoom,Chi Le,Completed,15
ACT-00478,CUST-0204,,2024-01-16,Email,Zoom,Chi Le,Completed,15
ACT-00479,,LEAD-0146,2026-01-20,Support Follow-up,Phone,Giang Ho,Completed,20
ACT-00480,,LEAD-0486,2024-07-03,Demo,Chat,An Nguyen,Completed,15
ACT-00481,CUST-0181,,2024-11-19,Call,Email,Chi Le,No Response,10
ACT-00482,CUST-0309,,2024-11-03,Support Follow-up,Chat,An Nguyen,Rescheduled,10
ACT-00483,CUST-0177,,2025-12-09,Meeting,Chat,Huy Vo,Completed,10
ACT-00484,CUST-0055,,2025-08-11,Support Follow-up,Phone,Huy Vo,Rescheduled,5
ACT-00485,CUST-0221,,2025-07-07,Demo,Zoom,Khanh Do,Completed,45
ACT-00486,CUST-0264,,2025-11-21,Demo,Email,Dung Pham,No Response,10
ACT-00487,,LEAD-0513,2025-06-22,Meeting,Zoom,Linh Vu,Completed,45
ACT-00488,,LEAD-0449,2025-11-04,WhatsApp,Phone,Binh Tran,Interested,20
ACT-00489,CUST-0291,,2024-05-13,Call,In-person,Giang Ho,Completed,30
ACT-00490,CUST-0271,,2026-02-25,Email,In-person,Chi Le,Follow-up Needed,15
ACT-00491,,LEAD-0286,2025-07-07,Meeting,Chat,Khanh Do,Completed,10
ACT-00492,CUST-0061,,2024-08-17,WhatsApp,Chat,Khanh Do,Completed,20
ACT-00493,CUST-0005,,2024-06-21,Call,Email,Dung Pham,Follow-up Needed,30
ACT-00494,CUST-0076,,2024-01-15,Meeting,Zoom,An Nguyen,Follow-up Needed,15
ACT-00495,CUST-0011,,2024-01-19,WhatsApp,Chat,Khanh Do,Completed,15
ACT-00496,,LEAD-0413,2025-04-09,Email,Chat,Binh Tran,Interested,5
ACT-00497,CUST-0293,,2026-02-25,WhatsApp,Phone,Binh Tran,Completed,20
ACT-00498,,LEAD-0024,2025-08-16,Call,In-person,Chi Le,Follow-up Needed,15
ACT-00499,CUST-0104,,2025-04-12,Support Follow-up,Chat,Linh Vu,Follow-up Needed,5
ACT-00500,CUST-0278,,2026-03-25,Support Follow-up,Zoom,Giang Ho,No Response,5
ACT-00501,,LEAD-0561,2025-03-11,Demo,Zoom,Khanh Do,Completed,10
ACT-00502,CUST-0306,,2026-04-15,WhatsApp,Chat,Giang Ho,Interested,10
ACT-00503,CUST-0050,,2026-01-10,Email,In-person,Binh Tran,Rescheduled,5
ACT-00504,CUST-0310,,2025-07-22,Support Follow-up,Zoom,Giang Ho,Completed,10
ACT-00505,,LEAD-0317,2024-06-02,Call,Email,Giang Ho,Follow-up Needed,60
ACT-00506,CUST-0186,,2024-07-27,Meeting,Email,Giang Ho,Completed,10
ACT-00507,CUST-0193,,2025-08-11,WhatsApp,Chat,Giang Ho,Completed,15
ACT-00508,,LEAD-0443,2025-03-28,Email,Phone,Binh Tran,Completed,10
ACT-00509,CUST-0009,,2026-04-09,Email,Chat,Binh Tran,Interested,10
ACT-00510,,LEAD-0228,2025-06-09,Demo,Chat,Giang Ho,Rescheduled,15
ACT-00511,,LEAD-0401,2024-05-24,Call,Chat,Huy Vo,No Response,10
ACT-00512,CUST-0167,,2024-05-19,Demo,Email,Huy Vo,Interested,15
ACT-00513,CUST-0082,,2024-08-15,Meeting,In-person,An Nguyen,Completed,10
ACT-00514,CUST-0049,,2026-03-01,WhatsApp,Email,Huy Vo,Completed,5
ACT-00515,CUST-0036,,2025-10-05,Email,Zoom,Huy Vo,Interested,15
ACT-00516,CUST-0204,,2024-04-27,Call,Phone,Linh Vu,Interested,15
ACT-00517,CUST-0219,,2025-02-22,Call,Phone,Binh Tran,Completed,15
ACT-00518,CUST-0235,,2024-03-29,Call,Phone,Chi Le,Completed,15
ACT-00519,CUST-0219,,2024-03-11,Meeting,Phone,Chi Le,Completed,20
ACT-00520,,LEAD-0384,2024-01-12,Demo,In-person,Khanh Do,Follow-up Needed,15
ACT-00521,,LEAD-0265,2024-11-15,Demo,Phone,Giang Ho,Interested,15
ACT-00522,,LEAD-0430,2024-08-12,Support Follow-up,Zoom,Khanh Do,Follow-up Needed,5
ACT-00523,CUST-0046,,2024-12-06,Email,Phone,Huy Vo,No Response,10
ACT-00524,,LEAD-0317,2025-05-18,Email,Zoom,Dung Pham,Completed,20
ACT-00525,CUST-0210,,2025-07-01,Email,Email,Huy Vo,Follow-up Needed,10
ACT-00526,,LEAD-0188,2025-02-07,Demo,Phone,Khanh Do,Follow-up Needed,60
ACT-00527,,LEAD-0360,2025-12-16,Demo,Email,Chi Le,Completed,10
ACT-00528,,LEAD-0637,2025-03-28,Demo,Chat,Linh Vu,No Response,20
ACT-00529,,LEAD-0301,2025-04-29,Demo,Phone,Chi Le,Interested,60
ACT-00530,CUST-0008,,2024-02-07,Demo,Phone,Giang Ho,No Response,30
ACT-00531,,LEAD-0150,2024-05-08,Email,Zoom,Giang Ho,Follow-up Needed,15
ACT-00532,CUST-0215,,2026-01-26,Demo,Chat,Chi Le,Rescheduled,15
ACT-00533,CUST-0222,,2024-09-15,WhatsApp,Zoom,Chi Le,Completed,10
ACT-00534,CUST-0205,,2025-11-06,Support Follow-up,Zoom,Giang Ho,Interested,5
ACT-00535,,LEAD-0104,2025-11-17,Support Follow-up,Chat,Linh Vu,Follow-up Needed,5
ACT-00536,CUST-0238,,2024-09-12,Call,In-person,Dung Pham,Completed,20
ACT-00537,CUST-0148,,2025-05-27,WhatsApp,Email,Binh Tran,No Response,15
ACT-00538,CUST-0215,,2025-07-03,Call,In-person,Khanh Do,Completed,10
ACT-00539,CUST-0051,,2024-04-13,Call,Email,Binh Tran,Completed,20
ACT-00540,CUST-0143,,2024-03-25,Support Follow-up,Email,Dung Pham,Follow-up Needed,5
ACT-00541,,LEAD-0053,2024-11-14,WhatsApp,Chat,Khanh Do,Completed,10
ACT-00542,CUST-0052,,2025-12-31,Support Follow-up,Chat,Khanh Do,Completed,5
ACT-00543,CUST-0032,,2025-12-16,Email,Phone,Linh Vu,Interested,5
ACT-00544,CUST-0142,,2024-02-03,Call,Email,Giang Ho,Follow-up Needed,30
ACT-00545,,LEAD-0247,2024-04-19,Support Follow-up,In-person,Binh Tran,Interested,20
ACT-00546,,LEAD-0569,2025-02-28,Call,Phone,Khanh Do,Follow-up Needed,15
ACT-00547,,LEAD-0364,2025-12-01,Support Follow-up,Chat,An Nguyen,Interested,15
ACT-00548,CUST-0146,,2025-10-13,Demo,Chat,Huy Vo,Follow-up Needed,10
ACT-00549,CUST-0040,,2024-07-29,Demo,Zoom,Dung Pham,Completed,15
ACT-00550,,LEAD-0024,2025-04-28,Email,Chat,Linh Vu,No Response,5
ACT-00551,CUST-0240,,2025-09-05,Call,Email,Linh Vu,Completed,30
ACT-00552,CUST-0015,,2025-07-19,Support Follow-up,Chat,Binh Tran,Follow-up Needed,20
ACT-00553,,LEAD-0159,2024-05-12,Email,Chat,Khanh Do,Completed,20
ACT-00554,,LEAD-0549,2024-07-21,Demo,Zoom,Dung Pham,Completed,30
ACT-00555,CUST-0055,,2024-01-08,Email,Zoom,An Nguyen,Interested,15
ACT-00556,,LEAD-0477,2025-05-27,Call,Phone,Chi Le,Interested,60
ACT-00557,,LEAD-0199,2026-03-28,Email,Email,Khanh Do,Rescheduled,10
ACT-00558,,LEAD-0125,2025-02-04,WhatsApp,Phone,Khanh Do,Interested,20
ACT-00559,CUST-0234,,2024-09-22,Demo,In-person,An Nguyen,Completed,30
ACT-00560,CUST-0183,,2024-03-08,Demo,Chat,Binh Tran,Completed,20
ACT-00561,CUST-0073,,2024-04-01,Meeting,Phone,Binh Tran,Follow-up Needed,20
ACT-00562,,LEAD-0398,2024-03-15,Call,In-person,An Nguyen,Completed,20
ACT-00563,CUST-0268,,2026-02-24,Meeting,Email,Giang Ho,Follow-up Needed,60
ACT-00564,,LEAD-0116,2025-09-26,WhatsApp,Email,Chi Le,Completed,15
ACT-00565,CUST-0113,,2024-01-25,Call,Zoom,Binh Tran,Follow-up Needed,45
ACT-00566,,LEAD-0077,2026-04-13,Call,Zoom,Dung Pham,Completed,10
ACT-00567,CUST-0037,,2025-01-21,Demo,Zoom,Khanh Do,Interested,30
ACT-00568,,LEAD-0251,2024-08-24,Support Follow-up,Chat,Huy Vo,Completed,5
ACT-00569,CUST-0167,,2024-01-18,Call,Zoom,Linh Vu,No Response,15
ACT-00570,CUST-0300,,2026-03-17,Demo,Phone,Huy Vo,No Response,45
ACT-00571,CUST-0057,,2024-05-20,WhatsApp,Phone,Linh Vu,Follow-up Needed,15
ACT-00572,,LEAD-0138,2024-08-27,WhatsApp,Zoom,Linh Vu,No Response,15
ACT-00573,CUST-0080,,2025-01-20,Support Follow-up,Phone,Linh Vu,Completed,20
ACT-00574,CUST-0152,,2026-03-16,Meeting,In-person,Huy Vo,Follow-up Needed,30
ACT-00575,,LEAD-0480,2024-05-24,Call,Zoom,Binh Tran,No Response,10
ACT-00576,CUST-0032,,2025-05-27,Demo,Phone,Huy Vo,Completed,20
ACT-00577,,LEAD-0493,2025-06-28,Support Follow-up,Email,Linh Vu,Interested,5
ACT-00578,CUST-0250,,2024-11-21,Meeting,Email,An Nguyen,Follow-up Needed,30
ACT-00579,CUST-0038,,2024-11-04,WhatsApp,Zoom,Linh Vu,Interested,20
ACT-00580,CUST-0289,,2024-06-25,Meeting,Zoom,Khanh Do,Interested,30
ACT-00581,,LEAD-0462,2024-07-09,WhatsApp,Chat,Giang Ho,Rescheduled,20
ACT-00582,CUST-0129,,2024-05-19,Call,In-person,Khanh Do,Interested,15
ACT-00583,CUST-0035,,2025-12-24,Email,Zoom,Dung Pham,Interested,20
ACT-00584,CUST-0071,,2025-01-01,WhatsApp,Email,Dung Pham,Follow-up Needed,20
ACT-00585,,LEAD-0487,2025-09-13,Call,In-person,An Nguyen,Follow-up Needed,45
ACT-00586,,LEAD-0536,2025-02-06,WhatsApp,Email,Chi Le,Completed,15
ACT-00587,,LEAD-0241,2024-09-22,Call,Zoom,An Nguyen,Interested,45
ACT-00588,,LEAD-0486,2024-07-23,WhatsApp,In-person,Binh Tran,Rescheduled,15
ACT-00589,CUST-0231,,2025-03-15,Meeting,Phone,Huy Vo,Completed,60
ACT-00590,,LEAD-0422,2025-04-06,Call,In-person,Linh Vu,No Response,20
ACT-00591,CUST-0082,,2025-03-22,Call,Chat,An Nguyen,Completed,45
ACT-00592,CUST-0093,,2025-05-03,Email,In-person,Chi Le,No Response,10
ACT-00593,CUST-0091,,2024-06-28,Support Follow-up,Email,Linh Vu,Completed,5
ACT-00594,,LEAD-0380,2025-10-28,Demo,In-person,Binh Tran,Rescheduled,10
ACT-00595,CUST-0030,,2026-03-09,Meeting,Email,Huy Vo,Completed,20
ACT-00596,,LEAD-0414,2025-08-13,WhatsApp,Email,An Nguyen,Completed,5
ACT-00597,,LEAD-0593,2024-01-09,Email,Chat,Chi Le,Completed,10
ACT-00598,,LEAD-0583,2026-03-24,WhatsApp,Phone,Binh Tran,Rescheduled,15
ACT-00599,CUST-0204,,2024-10-02,Demo,Phone,An Nguyen,No Response,10
ACT-00600,,LEAD-0462,2025-04-20,Call,Email,Binh Tran,Completed,15
ACT-00601,CUST-0021,,2024-12-16,Support Follow-up,Phone,An Nguyen,Completed,10
ACT-00602,CUST-0212,,2025-04-14,Email,Zoom,Giang Ho,Completed,10
ACT-00603,,LEAD-0452,2024-06-12,WhatsApp,Zoom,Linh Vu,No Response,10
ACT-00604,,LEAD-0006,2025-07-06,Email,Chat,An Nguyen,Follow-up Needed,15
ACT-00605,CUST-0081,,2024-12-24,WhatsApp,Chat,Huy Vo,Completed,10
ACT-00606,,LEAD-0231,2024-05-10,Demo,Email,Linh Vu,Completed,10
ACT-00607,CUST-0294,,2024-04-30,Demo,Email,Huy Vo,Interested,20
ACT-00608,,LEAD-0577,2025-03-15,Call,Email,Khanh Do,Interested,30
ACT-00609,CUST-0170,,2024-06-24,Demo,Email,Giang Ho,Completed,15
ACT-00610,CUST-0136,,2025-09-30,Support Follow-up,Chat,Huy Vo,Completed,5
ACT-00611,CUST-0280,,2025-03-21,Meeting,Phone,Khanh Do,Follow-up Needed,20
ACT-00612,,LEAD-0023,2024-06-22,Call,Chat,An Nguyen,Interested,10
ACT-00613,CUST-0088,,2025-09-01,Call,Email,Chi Le,Follow-up Needed,20
